name	type	county	state	county_code	population	num_new	num_old
Camp Georgetown	State	Madison County	NY	36053	148	3269	3268
Unlisted	Unlisted	Madison County	NY	36053	16	3270	3269
Madison County Jail	Local	Madison County	NY	36053	102	3271	3270
Unlisted	Unlisted	Monroe County	NY	36055	3	3272	3271
Unlisted	Unlisted	Monroe County	NY	36055	22	3273	3272
Unlisted	Unlisted	Monroe County	NY	36055	1	3274	3273
Volunteers of America	Halfway House	Monroe County	NY	36055	29	3275	3274
Monroe County Jail	Local	Monroe County	NY	36055	1064	3276	3275
Rochester Correctional Facility	State	Monroe County	NY	36055	59	3277	3276
Monroe Correctional Facility	Local	Monroe County	NY	36055	321	3278	3277
Montgomery County Jail	Local	Montgomery County	NY	36057	107	3279	3278
Nassau County Correctional Center	Local	Nassau County	NY	36059	1651	3280	3279
Unlisted	Unlisted	Nassau County	NY	36059	6	3281	3280
Manhattan Detention Complex	Local	New York County	NY	36061	689	3282	3281
Metropolitan Correctional Center New York	Federal	New York County	NY	36061	850	3283	3282
Bayview Correctional Facility	State	New York County	NY	36061	165	3284	3283
Lincoln Correctional Facility	State	New York County	NY	36061	213	3285	3284
Edgecombe Correctional Facility	State	New York County	NY	36061	121	3286	3285
Niagara County Jail	Local	Niagara County	NY	36063	501	3287	3286
Oneida and Mohawk	State	Oneida County	NY	36065	2083	3288	3287
Oneida County Correctional Facility	Local	Oneida County	NY	36065	469	3289	3288
Marcy and Mid-State	State	Oneida County	NY	36065	1444	3290	3289
Marcy and Mid-State	State	Oneida County	NY	36065	1164	3291	3290
Onondaga County Jail	Local	Onondaga County	NY	36067	548	3292	3291
Unlisted	Unlisted	Onondaga County	NY	36067	3	3293	3292
Onondaga County Department Of Corrections	Local	Onondaga County	NY	36067	474	3294	3293
Ontario County Jail	Local	Ontario County	NY	36069	225	3295	3294
Unlisted	Unlisted	Orange County	NY	36071	12	3296	3295
Otisville State and Otisville Fed	"State,Federal"	Orange County	NY	36071	1745	3297	3296
Orange County Correctional Facility	"Local,Federal"	Orange County	NY	36071	641	3298	3297
Mid-Orange	State	Orange County	NY	36071	655	3299	3298
Orleans Correctional Facility	State	Orleans County	NY	36073	987	3300	3299
Albion Correctional Facility	State	Orleans County	NY	36073	914	3301	3300
Orleans County Jail	Local	Orleans County	NY	36073	67	3302	3301
Oswego County Correctional Facility	Local	Oswego County	NY	36075	127	3303	3302
Otsego County Jail	Local	Otsego County	NY	36077	78	3304	3303
Unlisted	Unlisted	Putnam County	NY	36079	164	3305	3304
Unlisted	Unlisted	Putnam County	NY	36079	11	3306	3305
Putnam County Correctional Facility	Local	Putnam County	NY	36079	122	3307	3306
Queensboro Correctional Facility	State	Queens County	NY	36081	414	3308	3307
Unlisted	Unlisted	Queens County	NY	36081	10	3309	3308
Queens Detention Facility	Federal	Queens County	NY	36081	234	3310	3309
Unlisted	Unlisted	Queens County	NY	36081	7	3311	3310
Rensselaer County Jail	Local	Rensselaer County	NY	36083	219	3312	3311
Unlisted	Unlisted	Richmond County	NY	36085	6	3313	3312
Arthurkill	State	Richmond County	NY	36085	918	3314	3313
Rockland County Correctional Center	Local	Rockland County	NY	36087	192	3315	3314
Riverview Correctional Facility	State	St. Lawrence County	NY	36089	815	3316	3315
Ogdensburg Correctional Facility	State	St. Lawrence County	NY	36089	411	3317	3316
North Country Freedom Homes	Halfway House	St. Lawrence County	NY	36089	10	3318	3317
St. Lawrence County Jail	Local	St. Lawrence County	NY	36089	127	3319	3318
Gouverneur	State	St. Lawrence County	NY	36089	981	3320	3319
Mt McGregor	State	Saratoga County	NY	36091	462	3321	3320
Unlisted	Unlisted	Saratoga County	NY	36091	4	3322	3321
Saratoga County	Local	Saratoga County	NY	36091	142	3323	3322
Schenectady County Jail	Local	Schenectady County	NY	36093	292	3324	3323
Schoharie County Jail	Local	Schoharie County	NY	36095	42	3325	3324
Summit Shock Incarceration C. F.	State	Schoharie County	NY	36095	134	3326	3325
Monterey Shock Incarceration Corr. Fac.	State	Schuyler County	NY	36097	141	3327	3326
Schuyler County Jail	Local	Schuyler County	NY	36097	19	3328	3327
Five Points Correctional Facility	State	Seneca County	NY	36099	1341	3329	3328
Seneca County Law Enforcement Center	Local	Seneca County	NY	36099	84	3330	3329
Willard Drug Treatment Center	State	Seneca County	NY	36099	655	3331	3330
Steuben County Jail	Local	Steuben County	NY	36101	172	3332	3331
Unlisted	Unlisted	Suffolk County	NY	36103	10	3333	3332
Unlisted	Unlisted	Suffolk County	NY	36103	6	3334	3333
Suffolk County Jail - Minimum and DWI	Local	Suffolk County	NY	36103	618	3335	3334
Suffolk County Jail	Local	Suffolk County	NY	36103	1030	3336	3335
Unlisted	Unlisted	Sullivan County	NY	36105	9	3337	3336
Woodbourne	State	Sullivan County	NY	36105	774	3338	3337
Sullivan	State	Sullivan County	NY	36105	502	3339	3338
Unlisted	Unlisted	Sullivan County	NY	36105	12	3340	3339
Sullivan County Jail	Local	Sullivan County	NY	36105	147	3341	3340
Unlisted	Unlisted	Sullivan County	NY	36105	1	3342	3341
Tioga County Jail	Local	Tioga County	NY	36107	89	3343	3342
Tompkins County Jail	Local	Tompkins County	NY	36109	84	3344	3343
Ulster County Sheriff	Local	Ulster County	NY	36111	10	3345	3344
Ulster Correctional Facility	State	Ulster County	NY	36111	721	3346	3345
Eastern NY Correctional Facility	State	Ulster County	NY	36111	1002	3347	3346
Shawangunk	State	Ulster County	NY	36111	539	3348	3347
Wallkill	State	Ulster County	NY	36111	571	3349	3348
Unlisted	Unlisted	Warren County	NY	36113	19	3350	3349
Warren County Jail	Local	Warren County	NY	36113	157	3351	3350
Great Meadow	State	Washington County	NY	36115	1628	3352	3351
Washington	State	Washington County	NY	36115	805	3353	3352
Washington County Correctional Facility	Local	Washington County	NY	36115	112	3354	3353
Wayne County Jail	Local	Wayne County	NY	36117	139	3355	3354
Unlisted	Unlisted	Wayne County	NY	36117	20	3356	3355
Unlisted	Unlisted	Wayne County	NY	36117	17	3357	3356
Butler ASATC and Feeder	State	Wayne County	NY	36117	162	3358	3357
Butler Minimum Male	State	Wayne County	NY	36117	70	3359	3358
Westchester County Jail	Local	Westchester County	NY	36119	1336	3360	3359
Sing Sing Correctional Facility	State	Westchester County	NY	36119	1717	3361	3360
Taconic	State	Westchester County	NY	36119	316	3362	3361
Bedford Hills	State	Westchester County	NY	36119	780	3363	3362
Wyoming	State	Wyoming County	NY	36121	1592	3364	3363
Attica	State	Wyoming County	NY	36121	2157	3365	3364
Wyoming County Jail	Local	Wyoming County	NY	36121	47	3366	3365
Yates County Jail	Local	Yates County	NY	36123	56	3367	3366
Alamance County Jail- Prison Camp Road Facility	Local	Alamance County	NC	37001	65	3368	3367
Alexander County Jail	Local	Alexander County	NC	37003	21	3369	3368
Alexander Correctional Institution	State	Alexander County	NC	37003	966	3370	3369
Alleghany County Jail	Local	Alleghany County	NC	37005	15	3371	3370
"Anson Correctional Center, Lanesboro Correctional Institution, and Brown Creek Correctional Center"	State	Anson County	NC	37007	2190	3372	3371
Anson County Jail	Local	Anson County	NC	37007	71	3373	3372
Ashe County Jail	Local	Ashe County	NC	37009	41	3374	3373
Avery County Jail	Local	Avery County	NC	37011	30	3375	3374
Avery Mitchell Correctional Institution and Mountainview Correctional Facility	"State,Private"	Avery County	NC	37011	1742	3376	3375
Beaufort County Jail	Local	Beaufort County	NC	37013	89	3377	3376
Unlisted	Unlisted	Bertie County	NC	37015	955	3378	3377
Bertie-Martin Regional Jail	Local	Bertie County	NC	37015	130	3379	3378
Bladen Correctional Center	State	Bladen County	NC	37017	163	3380	3379
Bladen County Jail	Local	Bladen County	NC	37017	64	3381	3380
Brunswick County Jail	Local	Brunswick County	NC	37019	254	3382	3381
Buncombe County Jail	Local	Buncombe County	NC	37021	446	3383	3382
Craggy Correctional Center	State	Buncombe County	NC	37021	575	3384	3383
Unlisted	Unlisted	Buncombe County	NC	37021	164	3385	3384
Burke County Jail	Local	Burke County	NC	37023	44	3386	3385
Unlisted	Unlisted	Burke County	NC	37023	1535	3387	3386
Burke/ Catawba Detention Facility	Local	Burke County	NC	37023	156	3388	3387
Cabarrus County Jail	Local	Cabarrus County	NC	37025	196	3389	3388
Cabarrus County Jail	Local	Cabarrus County	NC	37025	88	3390	3389
Cabarrus Correctional Center	State	Cabarrus County	NC	37025	256	3391	3390
Caldwell County Jail	Local	Caldwell County	NC	37027	193	3392	3391
Caldwell Correctional Center	State	Caldwell County	NC	37027	238	3393	3392
Carteret County Jail	Local	Carteret County	NC	37031	114	3394	3393
Carteret Correctional Center	State	Carteret County	NC	37031	286	3395	3394
Unlisted	Unlisted	Carteret County	NC	37031	2	3396	3395
Dan River Prison Work Farm	State	Caswell County	NC	37033	626	3397	3396
Caswell Correctional Center	State	Caswell County	NC	37033	479	3398	3397
Caswell County Jail	Local	Caswell County	NC	37033	22	3399	3398
Catawba County Detention Facility	Local	Catawba County	NC	37035	214	3400	3399
Catawba Correctional Center	State	Catawba County	NC	37035	192	3401	3400
Chatham County Jail	Local	Chatham County	NC	37037	47	3402	3401
Cherokee County Jail	Local	Cherokee County	NC	37039	108	3403	3402
Chowan County Jail	Local	Chowan County	NC	37041	23	3404	3403
Cleveland County	Local	Cleveland County	NC	37045	108	3405	3404
Cleveland Correctional Center	State	Cleveland County	NC	37045	83	3406	3405
Coulumbus County Detention Center	Local	Columbus County	NC	37047	199	3407	3406
Columbus Correctional Center	State	Columbus County	NC	37047	691	3408	3407
Tabor Correctional Institution	State	Columbus County	NC	37047	1468	3409	3408
Craven Correctional Institution	State	Craven County	NC	37049	772	3410	3409
Craven County Jail	Local	Craven County	NC	37049	181	3411	3410
Cumberland County Jail	Local	Cumberland County	NC	37051	543	3412	3411
Currituck County Jail	Local	Currituck County	NC	37053	38	3413	3412
Dare County Detention Center	Local	Dare County	NC	37055	56	3414	3413
Davidson County Jail	Local	Davidson County	NC	37057	227	3415	3414
Davidson Correctional Center	State	Davidson County	NC	37057	370	3416	3415
Davie County Jail	Local	Davie County	NC	37059	42	3417	3416
Duplin Correctional Center	State	Duplin County	NC	37061	322	3418	3417
Unlisted	Unlisted	Durham County	NC	37063	2	3419	3418
Troy House CCC	Private	Durham County	NC	37063	17	3420	3419
Durham Correctional Center	State	Durham County	NC	37063	209	3421	3420
Durham County Jail	Local	Durham County	NC	37063	525	3422	3421
Fountain Correctional Center	State	Edgecombe County	NC	37065	498	3423	3422
Mary Frances Center	Private	Edgecombe County	NC	37065	100	3424	3423
Edgecombe County Jail	Local	Edgecombe County	NC	37065	234	3425	3424
Forsyth County Jail	Local	Forsyth County	NC	37067	768	3426	3425
Forsyth Correctional Center	State	Forsyth County	NC	37067	247	3427	3426
Unlisted	Unlisted	Forsyth County	NC	37067	5	3428	3427
Franklin County Detention Center	Local	Franklin County	NC	37069	153	3429	3428
Franklin Correctional Center	State	Franklin County	NC	37069	473	3430	3429
Unlisted	Unlisted	Franklin County	NC	37069	2	3431	3430
Gaston Correctional Center	State	Gaston County	NC	37071	238	3432	3431
Gaston County	Local	Gaston County	NC	37071	455	3433	3432
Graham County Jail	State	Graham County	NC	37075	6	3434	3433
Granville County jail	Local	Granville County	NC	37077	79	3435	3434
Butner Federal Correctional Complex	Federal	Granville County	NC	37077	955	3436	3435
Butner Federal Correctional Complex	Federal	Granville County	NC	37077	4597	3437	3436
Eastern Correctional Institution and Greene Correctional Center	State	Greene County	NC	37079	1105	3438	3437
Unlisted	Unlisted	Greene County	NC	37079	1023	3439	3438
Dismas Charities Community Corrections Center	Private	Guilford County	NC	37081	39	3440	3439
Guilford County	Local	Guilford County	NC	37081	489	3441	3440
Guilford County Jail	Local	Guilford County	NC	37081	315	3442	3441
Guilford Correctional Center	State	Guilford County	NC	37081	151	3443	3442
Tillery Correctional Center	State	Halifax County	NC	37083	435	3444	3443
Caledonia Correctional Institution	State	Halifax County	NC	37083	566	3445	3444
Harnett Correctional Institution	State	Harnett County	NC	37085	981	3446	3445
Haywood County Jail	Local	Haywood County	NC	37087	125	3447	3446
Henderson County Jail	Local	Henderson County	NC	37089	140	3448	3447
Rivers Correctional Institution	Private	Hertford County	NC	37091	1235	3449	3448
Hertford County Jail	Local	Hertford County	NC	37091	64	3450	3449
Hoke Correctional Institution	State	Hoke County	NC	37093	320	3451	3450
Hoke County Jail	Local	Hoke County	NC	37093	133	3452	3451
Hyde Correctional Institution	State	Hyde County	NC	37095	752	3453	3452
Iredell County Jail	Local	Iredell County	NC	37097	271	3454	3453
Unlisted	Unlisted	Iredell County	NC	37097	50	3455	3454
Johnson County Jail	Local	Johnston County	NC	37101	177	3456	3455
Johnson Correctional Center	State	Johnston County	NC	37101	639	3457	3456
Jones County Jail	Local	Jones County	NC	37103	17	3458	3457
Sanford Correctional Center	State	Lee County	NC	37105	292	3459	3458
Lee County Jail	Local	Lee County	NC	37105	103	3460	3459
Lenoir County Jail	Local	Lenoir County	NC	37107	114	3461	3460
Lincoln Correctional Center	State	Lincoln County	NC	37109	191	3462	3461
Mcdowell County Jail	Local	McDowell County	NC	37111	114	3463	3462
Marion Correctional Institution	State	McDowell County	NC	37111	785	3464	3463
Madison County Jail	Local	Madison County	NC	37115	31	3465	3464
Mecklenburg County	Local	Mecklenburg County	NC	37119	1405	3466	3465
Unlisted	Unlisted	Mecklenburg County	NC	37119	87	3467	3466
Unlisted	Unlisted	Mecklenburg County	NC	37119	1	3468	3467
Unlisted	Unlisted	Mecklenburg County	NC	37119	22	3469	3468
Mcleod Comprehensive Sanction Center	Private	Mecklenburg County	NC	37119	20	3470	3469
Charlotte Correctional Center	State	Mecklenburg County	NC	37119	244	3471	3470
Unlisted	Unlisted	Mecklenburg County	NC	37119	3	3472	3471
Unlisted	Unlisted	Mecklenburg County	NC	37119	551	3473	3472
Southern Correctional Institute	State	Montgomery County	NC	37123	531	3474	3473
Montgomery County Jail	Local	Montgomery County	NC	37123	324	3475	3474
Nashville Correctional Institution	State	Nash County	NC	37127	947	3476	3475
Bannum Place of Wilmington	Private	New Hanover County	NC	37129	22	3477	3476
New Hanover Correctional Center	State	New Hanover County	NC	37129	393	3478	3477
New Hanover Detention Facility	Local	New Hanover County	NC	37129	484	3479	3478
Unlisted	Unlisted	New Hanover County	NC	37129	15	3480	3479
Northampton County Jail	Local	Northampton County	NC	37131	59	3481	3480
Odom Correctional Institution	State	Northampton County	NC	37131	462	3482	3481
Unlisted	Unlisted	Onslow County	NC	37133	5	3483	3482
Camp Lejeune Military Jail	Military	Onslow County	NC	37133	161	3484	3483
Onslow County Jail	Local	Onslow County	NC	37133	205	3485	3484
Orange Correctional Center	State	Orange County	NC	37135	207	3486	3485
Unlisted	Unlisted	Orange County	NC	37135	158	3487	3486
Pamlico Correctional Institute	State	Pamlico County	NC	37137	575	3488	3487
Pamlico County Jail	Local	Pamlico County	NC	37137	44	3489	3488
Pasquotank County Jail	Local	Pasquotank County	NC	37139	127	3490	3489
Pasquotank Correctional Institution	State	Pasquotank County	NC	37139	911	3491	3490
Pender Correctional Institution	State	Pender County	NC	37141	742	3492	3491
Pender County Jail	Local	Pender County	NC	37141	71	3493	3492
Person County Jail	Local	Person County	NC	37145	74	3494	3493
Pitt County Detention Center	Local	Pitt County	NC	37147	431	3495	3494
Polk County Jail	Local	Polk County	NC	37149	14	3496	3495
Randolph Correctional Center	State	Randolph County	NC	37151	220	3497	3496
Randolph County Jail	Local	Randolph County	NC	37151	197	3498	3497
Morrison Correctional Institution	State	Richmond County	NC	37153	731	3499	3498
Richmond County Jail	Local	Richmond County	NC	37153	89	3500	3499
Unlisted	Unlisted	Robeson County	NC	37155	100	3501	3500
Robeson Correctional Center	State	Robeson County	NC	37155	277	3502	3501
Lumberton Correctional Institution	State	Robeson County	NC	37155	785	3503	3502
Robeson County Jail	Local	Robeson County	NC	37155	333	3504	3503
Rockingham County Jail	Local	Rockingham County	NC	37157	134	3505	3504
Rowan Correctional Center	State	Rowan County	NC	37159	265	3506	3505
Piedmont Correctional Institution	State	Rowan County	NC	37159	735	3507	3506
Rowan County Jail	Local	Rowan County	NC	37159	248	3508	3507
Rutherford County Jail	Local	Rutherford County	NC	37161	161	3509	3508
Rutherford Correctional Facility	State	Rutherford County	NC	37161	237	3510	3509
Sampson Correctional Institution	State	Sampson County	NC	37163	509	3511	3510
Scotland County Jail	Local	Scotland County	NC	37165	130	3512	3511
Scotland Correctional Institution	State	Scotland County	NC	37165	955	3513	3512
Albemarle Correctional Institution	Local	Stanly County	NC	37167	575	3514	3513
Stanly County Jail	Local	Stanly County	NC	37167	85	3515	3514
Stokes County Jail	Local	Stokes County	NC	37169	79	3516	3515
Surry County Jail	Local	Surry County	NC	37171	126	3517	3516
Transylvania County Jail	Local	Transylvania County	NC	37175	60	3518	3517
Tyrrell Prison Farm	State	Tyrrell County	NC	37177	626	3519	3518
Union County Jail	Unlisted	Union County	NC	37179	239	3520	3519
