Name,Near Location,State,FIPS,Type of Facility,Listed Capacity,Max Capacity
North Las Vegas Detention Correction Ctr,Clark County,Nevada,32003,Local,1554,4724
Southern Desert Correctional Center,Clark County,Nevada,32003,State,138,4197
Unlisted - Clark County,Clark County,Nevada,32003,Unlisted,700,6551
Douglas County Jail,Douglas County,Nevada,32005,Local,1332,413
Carlin Conservation Camp,Elko County,Nevada,32007,State,952,1537
Elk County Jail,Elko County,Nevada,32007,Local,242,4069
Owyhee Detention Center,Elko County,Nevada,32007,Unlisted,992,1602
Wells Conservation Camp,Elko County,Nevada,32007,State,2596,1975
Esmeralda County Jail,Esmeralda County,Nevada,32009,Local,26,1581
Eureka County Jail,Eureka County,Nevada,32011,Local,1927,1294
Humboldt Conservation Camp,Humboldt County,Nevada,32013,State,452,3353
Humboldt County Jail,Humboldt County,Nevada,32013,Local,2423,5372
Lincoln County Detention Center,Lincoln County,Nevada,32017,Local,1487,6125
Pioche Conservation Camp,Lincoln County,Nevada,32017,State,289,1944
Lyon County Jail,Lyon County,Nevada,32019,Local,712,300
Mineral County Detention Facility,Mineral County,Nevada,32021,Local,2377,823
Nevada Southern Detention Center,Nye County,Nevada,32023,State,2282,2578
Nye County Jail,Nye County,Nevada,32023,Local,2140,6500
Southern Nye County Detention Center,Nye County,Nevada,32023,State,971,3492
Tonopah Conservation Camp,Nye County,Nevada,32023,State,1353,3776
Unlisted - Nye County,Nye County,Nevada,32023,Local,466,2799
Lovelock Correctional Center,Pershing County,Nevada,32027,State,1079,5284
Pershing County Jail,Pershing County,Nevada,32027,Local,2572,1971
Storey County Jail,Storey County,Nevada,32029,Local,1569,101
Bannum Place of Reno,Washoe County,Nevada,32031,Halfway House,2077,5431
Northern Nevada Restitution Center,Washoe County,Nevada,32031,State,897,5770
Washoe County Detention Center,Washoe County,Nevada,32031,Local,906,386
Washoe County Jail,Washoe County,Nevada,32031,State,1819,1392
Ely State Prison,White Pine County,Nevada,32033,State,2722,2764
White Pine County Jail,White Pine County,Nevada,32033,Local,1587,2851
Carson City Jail,Carson City,Nevada,32510,Local,1600,2204
Warm Springs Correctional Center,Carson City,Nevada,32510,State,2367,6022
Northern Nevada Correctional Center ,,Nevada,32510,State,1383,4307
Stewart Conservation Camp,Carson City,Nevada,32510,State,1817,5513
Unlisted - Belknap County,Belknap County,New Hampshire,33001,Unlisted,907,6581
Unlisted - Carroll County,Carroll County,New Hampshire,33003,Unlisted,2046,2305
Unlisted - Cheshire County,Cheshire County,New Hampshire,33005,Unlisted,665,3784
Coos County Federal Correctional Institution,Coos County,New Hampshire,33007,Federal,343,1632
Northern New Hampshire Correctional Facility,Coos County,New Hampshire,33007,State,258,4339
Unlisted - Coos County,Coos County,New Hampshire,33007,Unlisted,2135,166
Unlisted - Grafton County,Grafton County,New Hampshire,33009,Unlisted,1324,6518
State Prison for Women,Hillsborough County,New Hampshire,33011,State,1142,2569
Unlisted - Hillsborough County,Hillsborough County,New Hampshire,33011,Unlisted,374,4199
Merrimack County House Of Corrections,Merrimack County,New Hampshire,33013,Local,135,1164
New Hampshire State Prison for Men,Merrimack County,New Hampshire,33013,State,2102,4508
New Hampshire State Prison for Women,Merrimack County,New Hampshire,33013,State,634,1960
Unlisted - Merrimack County,Merrimack County,New Hampshire,33013,Unlisted,1944,2254
Unlisted - Rockingham County,Rockingham County,New Hampshire,33015,Unlisted,460,3388
Strafford County Corrections,Strafford County,New Hampshire,33017,State,1808,3009
Unlisted - Strafford County,Strafford County,New Hampshire,33017,Unlisted,2331,2930
Unlisted - Sullivan County,Sullivan County,New Hampshire,33019,Unlisted,2146,3686
Atlantic County Jail ,Atlantic County,New Jersey,34001,Local,1200,6488
Bergen County Jail,Bergen County,New Jersey,34003,State,1101,4432
Bergen County Annex,Bergen County,New Jersey,34003,Local,1359,1632
A. C. Wagner Youth Correctional Facility ,Burlington County,New Jersey,34005,State,168,3965
Burlington County Jail,Burlington County,New Jersey,34005,Local,1748,2121
Fort Dix Federal Correctional Institution ,Burlington County,New Jersey,34005,Federal,451,3261
Burlington County Federal Correctional Institution ,Burlington County,New Jersey,34005,Federal,592,830
Mid-State Correctional Facility,Burlington County,New Jersey,34005,State,1360,5545
Unlisted - Burlington County,Burlington County,New Jersey,34005,Unlisted,1817,6598
Camden County Correctional Facility,Camden County,New Jersey,34007,Local,2384,6474
Unlisted - Camden County,Camden County,New Jersey,34007,Unlisted,209,1912
Cape May County Jail,Cape May County,New Jersey,34009,Local,1773,4179
Bayside Correctional Institution ,Cumberland County,New Jersey,34011,State,1581,4638
Bayside State Prison ,Cumberland County,New Jersey,34011,State,2084,509
Fairton Federal Correctional Institution ,Cumberland County,New Jersey,34011,Federal,275,1838
Cumberland County Federal Correctional Institution ,Cumberland County,New Jersey,34011,Federal,289,4237
Southwoods State Prison ,Cumberland County,New Jersey,34011,State,1037,1527
Southern State Correctional Facility ,Cumberland County,New Jersey,34011,State,1808,1414
Southwoods Youth Correctional Facility ,Cumberland County,New Jersey,34011,State,1074,412
Unlisted - Cumberland County,Cumberland County,New Jersey,34011,Unlisted,2749,1911
Essex County Correctional Facility,Newark,New Jersey,34013,State,224,3138
Northern State Prison,Essex County,New Jersey,34013,State,281,2991
Unlisted - Essex County I,Essex County,New Jersey,34013,Unlisted,2236,529
Unlisted - Essex County II,Essex County,New Jersey,34013,Unlisted,2725,3262
Gloucester County,Gloucester County,New Jersey,34015,Local,1775,5167
Unlisted - Gloucester County,Gloucester County,New Jersey,34015,Unlisted,1609,2779
Hudson County Correctional Center,Hudson County,New Jersey,34017,State,555,2634
Talbot Hall Correctional Faciility,Hudson County,New Jersey,34017,"State,Local",478,5632
Correctional Institution Troubled Youths,Hunterdon County,New Jersey,34019,State,2400,58
Edna Mahan Correctional Facility for Women ,Hunterdon County,New Jersey,34019,State,1728,3180
Hunterdon County Jail,Hunterdon County,New Jersey,34019,Local,46,3410
Mercer County Correctional Center,Hunterdon County,New Jersey,34019,Local,273,6551
William H. Fauver Youth Correctional Facility ,Hunterdon County,New Jersey,34019,State,1556,3473
Central Reception and Assignment Facility ,Mercer County,New Jersey,34021,State,1350,2749
CRAF (Central Reception),Mercer County,New Jersey,34021,State,371,6277
Garden State Youth Correctional Facility ,Mercer County,New Jersey,34021,State,956,2032
Jones Farm Work Camp,Mercer County,New Jersey,34021,State,2205,1968
New Jersey State Prison,Mercer County,New Jersey,34021,State,628,3474
The Albert M. Robinson Assessment and Treatment Center,Mercer County,New Jersey,34021,Private,2118,6134
Unlisted - Mercer County,Mercer County,New Jersey,34021,Unlisted,2421,5819
East Jersey StateAdult Diagnostic Center,Middlesex County,New Jersey,34023,State,237,4252
Middlesex County Adult Correctional Center,Middlesex County,New Jersey,34023,Local,917,2706
Unlisted - Middlesex County,Middlesex County,New Jersey,34023,Unlisted,1752,3247
Monmouth County Correctional Institution,Monmouth County,New Jersey,34025,Local,60,6189
Morris County Correctional Facility,Morris County,New Jersey,34027,Local,2192,1407
Ocean County Justice Complex,Ocean County,New Jersey,34029,Local,2099,5382
Unlisted - Ocean County,Ocean County,New Jersey,34029,Unlisted,2736,2242
Passaic County Jail,Passaic County,New Jersey,34031,Local,1576,4089
Unlisted - Passaic County,Passaic County,New Jersey,34031,Unlisted,52,5423
Salem County Jail,Salem County,New Jersey,34033,Local,1006,983
Somerset County Annex,Somerset County,New Jersey,34035,Local,914,5739
Somerset County Jail,Somerset County,New Jersey,34035,Local,48,4401
Sussex County Keogh Dwyer Corr Facility,Sussex County,New Jersey,34037,Local,1068,1915
East Jersey State Prison ,Union County,New Jersey,34039,State,1215,4717
Elizabeth Contract Detention Facility,Union County,New Jersey,34039,State,2733,1362
Union County Jail,Union County,New Jersey,34039,Local,769,3738
Unlisted - Union County,Union County,New Jersey,34039,Unlisted,1944,5240
Warren County Correctional Center,Warren County,New Jersey,34041,Local,1480,1143
Bernalillo County Metropolitan Detention Center,Bernalillo County,New Mexico,35001,Local,1653,2539
Kirtland Disciplinary Barracks,Bernalillo County,New Mexico,35001,Military,1251,6282
Unlisted - Bernalillo County,Bernalillo County,New Mexico,35001,Unlisted,1592,6351
Catron County Jail,Catron County,New Mexico,35003,Local,548,3884
Chaves County Adult Detention Center,Chaves County,New Mexico,35005,Local,2613,5215
Chavez Youth Detention Center,Chaves County,New Mexico,35005,State,1552,3172
Roswell Correctional Center ,Chaves County,New Mexico,35005,State,1148,5894
Unlisted - Chaves County,Chaves County,New Mexico,35005,Unlisted,2331,824
Cibola County Correctional Center,Cibola County,New Mexico,35006,Private,1100,6216
Laguna Police Department Holding Facility,Cibola County,New Mexico,35006,Local,2460,6975
New Mexico Women's Correctional Facility,Cibola County,New Mexico,35006,Private,351,6309
Northwest New Mexico Correctional Facility ,Cibola County,New Mexico,35006,Private,2159,1292
Western New Mexico Correctional Facility,Cibola County,New Mexico,35006,State,1284,435
Eastern New Mexico Correctional Facility ,Cibola County,New Mexico,35006,State,1277,2472
Colfax County jail,Colfax County,New Mexico,35007,Local,1934,5200
Springer Correctional Facility ,Colfax County,New Mexico,35007,State,591,6346
Springer Women's Facility ,Colfax County,New Mexico,35007,State,1800,507
Unlisted - Colfax County,Colfax County,New Mexico,35007,Unlisted,1495,4851
Curry County Detention Center,Curry County,New Mexico,35009,Local,1294,5512
De Baca County Jail,De Baca County,New Mexico,35011,Local,2294,2960
Dona Ana County Detention Center,Dona Ana County,New Mexico,35013,Local,1272,5318
Southern New Mexico Correctional Facility,Dona Ana County,New Mexico,35013,State,2528,1684
Eddy County Detention Center,Eddy County,New Mexico,35015,Local,371,5598
Unlisted - Eddy County,Eddy County,New Mexico,35015,Unlisted,2614,5951
Grant County Detention Center,Grant County,New Mexico,35017,Local,1040,5102
Guadalupe County Correctional Facility,Guadalupe County,New Mexico,35019,Private,933,2568
Hidalgo County Jail,Hidalgo County,New Mexico,35023,Local,526,1725
Lea County Correctional Center ,Lea County,New Mexico,35025,Private,2481,5388
Lea County Jail,Lea County,New Mexico,35025,Local,2698,382
Unlisted - Lea County,Lea County,New Mexico,35025,Unlisted,465,1060
Lincoln County Detention Center,Lincoln County,New Mexico,35027,Local,923,2245
Los Alamos County jail,Los Alamos County,New Mexico,35028,Local,1648,79
Luna County Detention Center,Luna County,New Mexico,35029,Local,2252,3057
Unlisted - McKinley County,McKinley County,New Mexico,35031,Unlisted,99,811
Otero County Detention Center,Otero County,New Mexico,35035,Local,1231,4154
Otero County Prison Facility,Otero County,New Mexico,35035,Private,24,3361
Otero County Processing Center,Otero County,New Mexico,35035,State,123,5423
Unlisted - Otero County,Otero County,New Mexico,35035,Unlisted,482,2399
Quay County Detention Center,Quay County,New Mexico,35037,Local,1649,1390
Rio Arriba County Detention Center,Rio Arriba County,New Mexico,35039,Local,994,4326
Unlisted - Rio Arriba County,Rio Arriba County,New Mexico,35039,Unlisted,107,4640
Roosevelt County Detention Center,Roosevelt County,New Mexico,35041,Local,2535,2727
Sandoval County Jail,Sandoval County,New Mexico,35043,Local,2102,4841
San Juan County Adult Detention Center,San Juan County,New Mexico,35045,Local,1708,434
Unlisted - San Juan County,San Juan County,New Mexico,35045,Unlisted,979,6159
Unlisted - San Miguel County,San Miguel County,New Mexico,35047,Unlisted,1371,6380
New Mexico State Penitentiary,Santa Fe County,New Mexico,35049,State,212,6605
Penitentiary of New Mexico ,Santa Fe County,New Mexico,35049,State,115,6458
Santa Fe Adult Detentions Facility,Santa Fe County,New Mexico,35049,Local,2563,3981
Unlisted - Santa Fe County,Santa Fe County,New Mexico,35049,Unlisted,183,5916
Sierra County Jail,Sierra County,New Mexico,35051,Local,1805,640
Socorro County jail,Socorro County,New Mexico,35053,Local,1975,5609
Taos County Detention Center,Taos County,New Mexico,35055,Local,1871,1500
Unlisted - Taos County,Taos County,New Mexico,35055,Unlisted,111,3234
Torrance County Detention Facility,Torrance County,New Mexico,35057,Private,2031,804
Northeast New Mexico Correctional Facility ,Union County,New Mexico,35059,State,998,5236
Northwest New Mexico Detention Facility,Union County,New Mexico,35059,Private,2675,3639
Central New Mexico Correctional Facility ,Valencia County,New Mexico,35061,Private,758,3383
New Mexico Correctional Minimum Unit,Valencia County,New Mexico,35061,State,2559,1059
Central New Mexico Correctional Minimum Restricted,Valencia County,New Mexico,35061,State,2670,6001
Valencia County Adult Detention Center,Valencia County,New Mexico,35061,Local,2470,2201
Albany County Correctional Facility,Albany County,New York,36001,Local,2357,785
Allegany County Jail,Allegany County,New York,36003,Local,2257,5466
Fulton Correctional Facility,Bronx County,New York,36005,State,2632,4724
Rikers Island Correctional Facility,Bronx County,New York,36005,Local,1397,2271
Unlisted - Bronx County,Bronx County,New York,36005,Unlisted,2640,5247
Vernon C. Bain Center (VCBC),Bronx County,New York,36005,Local,2162,2518
Broome County Jail,Broome County,New York,36007,Local,1477,679
Unlisted - Broome County,Broome County,New York,36007,Unlisted,2482,1014
Volunteer of America,Broome County,New York,36007,Halfway House,1423,3934
Cattaraugus County Jail,Cattaraugus County,New York,36009,Local,2722,6445
Auburn Youth Correctional Facility,Cayuga County,New York,36011,State,886,4979
Auburn Correctional Facility,Cayuga County,New York,36011,State,1178,6389
Cayuga Correctional Facility,Cayuga County,New York,36011,State,1029,1217
Cayuga County Jail,Cayuga County,New York,36011,Local,2692,1621
Chautauqua County Jail,Chautauqua County,New York,36013,Local,1051,4468
Lakeview Women's Correctional Facility,Chautauqua County,New York,36013,State,1477,22
Lakeview Shock Incarceration Correctional Facility,Chautauqua County,New York,36013,State,2047,3650
Chemung County Jail,Chemung County,New York,36015,Local,2613,939
Elmira Correctional Facility,Chemung County,New York,36015,State,1617,6107
