state name,county fips,county name,votes gop,votes dem,total votes,% GOP,% DEM,Majority,% Votes
New York,36031,Essex County,8976,9947,19259,46.61%,51.65%,DEM,98.26%
New York,36033,Franklin County,8530,6586,15397,55.40%,42.77%,GOP,98.17%
New York,36035,Fulton County,13989,5804,20180,69.32%,28.76%,GOP,98.08%
New York,36037,Genesee County,18876,9625,29204,64.63%,32.96%,GOP,97.59%
New York,36039,Greene County,12722,7675,20882,60.92%,36.75%,GOP,97.68%
New York,36041,Hamilton County,2225,1178,3460,64.31%,34.05%,GOP,98.35%
New York,36043,Herkimer County,17038,7282,24766,68.80%,29.40%,GOP,98.20%
New York,36045,Jefferson County,25629,17307,43848,58.45%,39.47%,GOP,97.92%
New York,36047,Kings County,174731,514133,693937,25.18%,74.09%,DEM,99.27%
New York,36049,Lewis County,8890,3823,12964,68.57%,29.49%,GOP,98.06%
New York,36051,Livingston County,18182,12477,31401,57.90%,39.73%,GOP,97.64%
New York,36053,Madison County,18402,14785,34087,53.99%,43.37%,GOP,97.36%
New York,36055,Monroe County,145290,223936,378761,38.36%,59.12%,DEM,97.48%
New York,36057,Montgomery County,11500,5746,17615,65.29%,32.62%,GOP,97.91%
New York,36059,Nassau County,324858,392034,726335,44.73%,53.97%,DEM,98.70%
New York,36061,New York County,65001,377605,446861,14.55%,84.50%,DEM,99.05%
New York,36063,Niagara County,51355,34809,87821,58.48%,39.64%,GOP,98.11%
New York,36065,Oneida County,51950,30542,84273,61.64%,36.24%,GOP,97.89%
New York,36067,Onondaga County,84743,116031,206105,41.12%,56.30%,DEM,97.41%
New York,36069,Ontario County,25757,20779,47830,53.85%,43.44%,GOP,97.29%
New York,36071,Orange County,76218,61868,139956,54.46%,44.21%,GOP,98.66%
New York,36073,Orleans County,12126,5587,18154,66.80%,30.78%,GOP,97.57%
New York,36075,Oswego County,31677,20824,53787,58.89%,38.72%,GOP,97.61%
New York,36077,Otsego County,14366,12986,28075,51.17%,46.25%,GOP,97.42%
New York,36079,Putnam County,29277,24949,55110,53.12%,45.27%,GOP,98.40%
New York,36081,Queens County,181225,412393,597928,30.31%,68.97%,DEM,99.28%
New York,36083,Rensselaer County,36500,40969,79409,45.96%,51.59%,DEM,97.56%
New York,36085,Richmond County,110094,67223,178751,61.59%,37.61%,GOP,99.20%
New York,36087,Rockland County,73180,75791,150685,48.56%,50.30%,DEM,98.86%
New York,36089,St. Lawrence County,24608,19361,44907,54.80%,43.11%,GOP,97.91%
New York,36091,Saratoga County,61305,68471,132655,46.21%,51.62%,DEM,97.83%
New York,36093,Schenectady County,27544,31685,60591,45.46%,52.29%,DEM,97.75%
New York,36095,Schoharie County,9903,5345,15710,63.04%,34.02%,GOP,97.06%
New York,36097,Schuyler County,5621,3903,9766,57.56%,39.97%,GOP,97.52%
New York,36099,Seneca County,8329,6914,15630,53.29%,44.24%,GOP,97.52%
New York,36101,Steuben County,26781,11299,38797,69.03%,29.12%,GOP,98.15%
New York,36103,Suffolk County,333617,259463,601261,55.49%,43.15%,GOP,98.64%
New York,36105,Sullivan County,15555,10995,26931,57.76%,40.83%,GOP,98.59%
New York,36107,Tioga County,14616,9498,24769,59.01%,38.35%,GOP,97.36%
New York,36109,Tompkins County,9644,22627,33142,29.10%,68.27%,DEM,97.37%
New York,36111,Ulster County,33580,42606,77667,43.24%,54.86%,DEM,98.09%
New York,36113,Warren County,17699,17642,36131,48.99%,48.83%,GOP,97.81%
New York,36115,Washington County,14577,8537,23607,61.75%,36.16%,GOP,97.91%
New York,36117,Wayne County,23734,12799,37425,63.42%,34.20%,GOP,97.62%
New York,36119,Westchester County,126013,220963,350749,35.93%,63.00%,DEM,98.92%
New York,36121,Wyoming County,13897,5073,19431,71.52%,26.11%,GOP,97.63%
New York,36123,Yates County,6208,4217,10741,57.80%,39.26%,GOP,97.06%
North Carolina,37001,Alamance County,46056,38825,86091,53.50%,45.10%,GOP,98.59%
North Carolina,37003,Alexander County,15888,4145,20236,78.51%,20.48%,GOP,99.00%
North Carolina,37005,Alleghany County,4527,1486,6076,74.51%,24.46%,GOP,98.96%
North Carolina,37007,Anson County,5321,5789,11194,47.53%,51.72%,DEM,99.25%
North Carolina,37009,Ashe County,11451,4164,15814,72.41%,26.33%,GOP,98.74%
North Carolina,37011,Avery County,7172,2191,9458,75.83%,23.17%,GOP,99.00%
North Carolina,37013,Beaufort County,16437,9633,26315,62.46%,36.61%,GOP,99.07%
North Carolina,37015,Bertie County,3817,5939,9815,38.89%,60.51%,DEM,99.40%
North Carolina,37017,Bladen County,9676,7326,17125,56.50%,42.78%,GOP,99.28%
North Carolina,37019,Brunswick County,55850,33310,90175,61.94%,36.94%,GOP,98.87%
North Carolina,37021,Buncombe County,62412,96515,161569,38.63%,59.74%,DEM,98.36%
North Carolina,37023,Burke County,31019,13118,44602,69.55%,29.41%,GOP,98.96%
North Carolina,37025,Cabarrus County,63237,52162,117227,53.94%,44.50%,GOP,98.44%
North Carolina,37027,Caldwell County,32119,10245,42829,74.99%,23.92%,GOP,98.91%
North Carolina,37029,Camden County,4312,1537,5953,72.43%,25.82%,GOP,98.25%
North Carolina,37031,Carteret County,30028,12093,42695,70.33%,28.32%,GOP,98.66%
North Carolina,37033,Caswell County,7089,4860,12051,58.82%,40.33%,GOP,99.15%
North Carolina,37035,Catawba County,56588,25689,83425,67.83%,30.79%,GOP,98.62%
North Carolina,37037,Chatham County,21186,26787,48599,43.59%,55.12%,DEM,98.71%
North Carolina,37039,Cherokee County,12628,3583,16423,76.89%,21.82%,GOP,98.71%
North Carolina,37041,Chowan County,4471,3247,7784,57.44%,41.71%,GOP,99.15%
North Carolina,37043,Clay County,5112,1699,6893,74.16%,24.65%,GOP,98.81%
North Carolina,37045,Cleveland County,33798,16955,51308,65.87%,33.05%,GOP,98.92%
North Carolina,37047,Columbus County,16832,9446,26446,63.65%,35.72%,GOP,99.36%
North Carolina,37049,Craven County,31032,21148,53065,58.48%,39.85%,GOP,98.33%
North Carolina,37051,Cumberland County,60032,84469,147150,40.80%,57.40%,DEM,98.20%
North Carolina,37053,Currituck County,11657,4195,16147,72.19%,25.98%,GOP,98.17%
North Carolina,37055,Dare County,13938,9936,24232,57.52%,41.00%,GOP,98.52%
North Carolina,37057,Davidson County,64658,22636,88514,73.05%,25.57%,GOP,98.62%
North Carolina,37059,Davie County,18228,6713,25311,72.02%,26.52%,GOP,98.54%
North Carolina,37061,Duplin County,13793,8767,22715,60.72%,38.60%,GOP,99.32%
North Carolina,37063,Durham County,32459,144688,179914,18.04%,80.42%,DEM,98.46%
North Carolina,37065,Edgecombe County,9206,16089,25477,36.13%,63.15%,DEM,99.29%
North Carolina,37067,Forsyth County,85060,113029,201262,42.26%,56.16%,DEM,98.42%
North Carolina,37069,Franklin County,20904,15882,37357,55.96%,42.51%,GOP,98.47%
North Carolina,37071,Gaston County,73033,40959,115498,63.23%,35.46%,GOP,98.70%
North Carolina,37073,Gates County,3367,2546,5971,56.39%,42.64%,GOP,99.03%
North Carolina,37075,Graham County,3710,905,4665,79.53%,19.40%,GOP,98.93%
North Carolina,37077,Granville County,16647,14565,31598,52.68%,46.09%,GOP,98.78%
North Carolina,37079,Greene County,4874,3832,8753,55.68%,43.78%,GOP,99.46%
North Carolina,37081,Guilford County,107294,173086,284486,37.72%,60.84%,DEM,98.56%
North Carolina,37083,Halifax County,10080,15545,25759,39.13%,60.35%,DEM,99.48%
North Carolina,37085,Harnett County,35177,22093,58293,60.35%,37.90%,GOP,98.25%
North Carolina,37087,Haywood County,22834,13144,36542,62.49%,35.97%,GOP,98.46%
North Carolina,37089,Henderson County,40032,27211,68371,58.55%,39.80%,GOP,98.35%
North Carolina,37091,Hertford County,3479,7097,10634,32.72%,66.74%,DEM,99.45%
North Carolina,37093,Hoke County,9453,11804,21639,43.69%,54.55%,DEM,98.23%
North Carolina,37095,Hyde County,1418,1046,2492,56.90%,41.97%,GOP,98.88%
North Carolina,37097,Iredell County,67010,33888,102371,65.46%,33.10%,GOP,98.56%
North Carolina,37099,Jackson County,11356,9591,21428,53.00%,44.76%,GOP,97.76%
North Carolina,37101,Johnston County,68354,41261,111362,61.38%,37.05%,GOP,98.43%
North Carolina,37103,Jones County,3280,2197,5525,59.37%,39.76%,GOP,99.13%
North Carolina,37105,Lee County,16469,12143,29008,56.77%,41.86%,GOP,98.63%
North Carolina,37107,Lenoir County,14590,13605,28409,51.36%,47.89%,GOP,99.25%
North Carolina,37109,Lincoln County,36341,13274,50217,72.37%,26.43%,GOP,98.80%
North Carolina,37111,McDowell County,16883,5832,23003,73.39%,25.35%,GOP,98.75%
North Carolina,37113,Macon County,14211,6230,20743,68.51%,30.03%,GOP,98.54%
North Carolina,37115,Madison County,7979,4901,13076,61.02%,37.48%,GOP,98.50%
North Carolina,37117,Martin County,6532,5911,12540,52.09%,47.14%,GOP,99.23%
North Carolina,37119,Mecklenburg County,179211,378107,567053,31.60%,66.68%,DEM,98.28%
North Carolina,37121,Mitchell County,7090,1867,9041,78.42%,20.65%,GOP,99.07%
North Carolina,37123,Montgomery County,8411,4327,12849,65.46%,33.68%,GOP,99.14%
North Carolina,37125,Moore County,36764,20779,58339,63.02%,35.62%,GOP,98.64%
North Carolina,37127,Nash County,25827,25947,52271,49.41%,49.64%,GOP,99.05%
North Carolina,37129,New Hanover County,63333,66146,131840,48.04%,50.17%,DEM,98.21%
North Carolina,37131,Northampton County,3989,6069,10109,39.46%,60.04%,DEM,99.50%
North Carolina,37133,Onslow County,46078,24266,72235,63.79%,33.59%,GOP,97.38%
North Carolina,37135,Orange County,20176,63594,84997,23.74%,74.82%,DEM,98.56%
North Carolina,37137,Pamlico County,4849,2713,7631,63.54%,35.55%,GOP,99.10%
North Carolina,37139,Pasquotank County,9770,9832,19897,49.10%,49.41%,GOP,98.52%
North Carolina,37141,Pender County,21956,11723,34169,64.26%,34.31%,GOP,98.57%
North Carolina,37143,Perquimans County,4903,2492,7484,65.51%,33.30%,GOP,98.81%
North Carolina,37145,Person County,13184,8465,21894,60.22%,38.66%,GOP,98.88%
North Carolina,37147,Pitt County,38982,47252,87573,44.51%,53.96%,DEM,98.47%
North Carolina,37149,Polk County,7689,4518,12358,62.22%,36.56%,GOP,98.78%
North Carolina,37151,Randolph County,56894,15618,73316,77.60%,21.30%,GOP,98.90%
North Carolina,37153,Richmond County,11830,8754,20763,56.98%,42.16%,GOP,99.14%
North Carolina,37155,Robeson County,27806,19020,47188,58.93%,40.31%,GOP,99.23%
North Carolina,37157,Rockingham County,31301,15992,47809,65.47%,33.45%,GOP,98.92%
North Carolina,37159,Rowan County,49297,23114,73408,67.15%,31.49%,GOP,98.64%
North Carolina,37161,Rutherford County,24891,9135,34429,72.30%,26.53%,GOP,98.83%
North Carolina,37163,Sampson County,17411,10966,28618,60.84%,38.32%,GOP,99.16%
North Carolina,37165,Scotland County,7473,7186,14775,50.58%,48.64%,GOP,99.21%
North Carolina,37167,Stanly County,25458,8129,33939,75.01%,23.95%,GOP,98.96%
North Carolina,37169,Stokes County,20143,5286,25702,78.37%,20.57%,GOP,98.94%
North Carolina,37171,Surry County,27538,8721,36638,75.16%,23.80%,GOP,98.97%
North Carolina,37173,Swain County,4161,2780,7068,58.87%,39.33%,GOP,98.20%
North Carolina,37175,Transylvania County,11636,8444,20404,57.03%,41.38%,GOP,98.41%
North Carolina,37177,Tyrrell County,1044,758,1817,57.46%,41.72%,GOP,99.17%
North Carolina,37179,Union County,80382,48725,131011,61.36%,37.19%,GOP,98.55%
North Carolina,37181,Vance County,8391,12431,20999,39.96%,59.20%,DEM,99.16%
North Carolina,37183,Wake County,226197,393336,631830,35.80%,62.25%,DEM,98.05%
North Carolina,37185,Warren County,3752,6400,10293,36.45%,62.18%,DEM,98.63%
North Carolina,37187,Washington County,2781,3396,6205,44.82%,54.73%,DEM,99.55%
North Carolina,37189,Watauga County,14451,17122,32220,44.85%,53.14%,DEM,97.99%
North Carolina,37191,Wayne County,30709,24215,55537,55.29%,43.60%,GOP,98.90%
North Carolina,37193,Wilkes County,27591,7510,35464,77.80%,21.18%,GOP,98.98%
North Carolina,37195,Wilson County,19581,20754,40735,48.07%,50.95%,DEM,99.02%
North Carolina,37197,Yadkin County,15933,3763,19923,79.97%,18.89%,GOP,98.86%
North Carolina,37199,Yancey County,7516,3688,11352,66.21%,32.49%,GOP,98.70%
North Dakota,38001,Adams County,981,258,1269,77.30%,20.33%,GOP,97.64%
North Dakota,38003,Barnes County,3568,1820,5565,64.12%,32.70%,GOP,96.82%
North Dakota,38005,Benson County,1094,822,1961,55.79%,41.92%,GOP,97.71%
North Dakota,38007,Billings County,541,72,635,85.20%,11.34%,GOP,96.54%
North Dakota,38009,Bottineau County,2575,821,3471,74.19%,23.65%,GOP,97.84%
North Dakota,38011,Bowman County,1395,228,1657,84.19%,13.76%,GOP,97.95%
North Dakota,38013,Burke County,994,137,1155,86.06%,11.86%,GOP,97.92%
North Dakota,38015,Burleigh County,34744,14348,50753,68.46%,28.27%,GOP,96.73%
North Dakota,38017,Cass County,42619,40311,86053,49.53%,46.84%,GOP,96.37%
North Dakota,38019,Cavalier County,1499,474,2020,74.21%,23.47%,GOP,97.67%
North Dakota,38021,Dickey County,1742,608,2424,71.86%,25.08%,GOP,96.95%
North Dakota,38023,Divide County,904,265,1202,75.21%,22.05%,GOP,97.25%
North Dakota,38025,Dunn County,1951,342,2338,83.45%,14.63%,GOP,98.08%
North Dakota,38027,Eddy County,854,383,1261,67.72%,30.37%,GOP,98.10%
North Dakota,38029,Emmons County,1738,237,2009,86.51%,11.80%,GOP,98.31%
North Dakota,38031,Foster County,1362,373,1778,76.60%,20.98%,GOP,97.58%
North Dakota,38033,Golden Valley County,871,137,1026,84.89%,13.35%,GOP,98.25%
North Dakota,38035,Grand Forks County,16987,12880,30970,54.85%,41.59%,GOP,96.44%
North Dakota,38037,Grant County,1145,207,1381,82.91%,14.99%,GOP,97.90%
North Dakota,38039,Griggs County,907,308,1250,72.56%,24.64%,GOP,97.20%
North Dakota,38041,Hettinger County,1091,196,1312,83.16%,14.94%,GOP,98.09%
North Dakota,38043,Kidder County,1215,221,1460,83.22%,15.14%,GOP,98.36%
North Dakota,38045,LaMoure County,1645,527,2219,74.13%,23.75%,GOP,97.88%
North Dakota,38047,Logan County,930,128,1076,86.43%,11.90%,GOP,98.33%
North Dakota,38049,McHenry County,2364,564,3003,78.72%,18.78%,GOP,97.50%
North Dakota,38051,McIntosh County,1153,261,1455,79.24%,17.94%,GOP,97.18%
North Dakota,38053,McKenzie County,4482,814,5419,82.71%,15.02%,GOP,97.73%
North Dakota,38055,McLean County,4198,1230,5536,75.83%,22.22%,GOP,98.05%
North Dakota,38057,Mercer County,3856,704,4675,82.48%,15.06%,GOP,97.54%
North Dakota,38059,Morton County,12243,3872,16619,73.67%,23.30%,GOP,96.97%
North Dakota,38061,Mountrail County,2824,1256,4165,67.80%,30.16%,GOP,97.96%
North Dakota,38063,Nelson County,1141,586,1777,64.21%,32.98%,GOP,97.19%
North Dakota,38065,Oliver County,918,129,1066,86.12%,12.10%,GOP,98.22%
North Dakota,38067,Pembina County,2460,786,3331,73.85%,23.60%,GOP,97.45%
North Dakota,38069,Pierce County,1585,497,2128,74.48%,23.36%,GOP,97.84%
North Dakota,38071,Ramsey County,3577,1639,5372,66.59%,30.51%,GOP,97.10%
North Dakota,38073,Ransom County,1418,945,2454,57.78%,38.51%,GOP,96.29%
North Dakota,38075,Renville County,1065,220,1319,80.74%,16.68%,GOP,97.42%
North Dakota,38077,Richland County,5072,2510,7812,64.93%,32.13%,GOP,97.06%
North Dakota,38079,Rolette County,1257,2482,3804,33.04%,65.25%,DEM,98.29%
North Dakota,38081,Sargent County,1266,738,2070,61.16%,35.65%,GOP,96.81%
North Dakota,38083,Sheridan County,688,104,812,84.73%,12.81%,GOP,97.54%
North Dakota,38085,Sioux County,258,804,1186,21.75%,67.79%,DEM,89.54%
North Dakota,38087,Slope County,380,44,427,88.99%,10.30%,GOP,99.30%
North Dakota,38089,Stark County,12110,2499,15050,80.47%,16.60%,GOP,97.07%
North Dakota,38091,Steele County,652,392,1088,59.93%,36.03%,GOP,95.96%
North Dakota,38093,Stutsman County,6994,2676,9959,70.23%,26.87%,GOP,97.10%
North Dakota,38095,Towner County,830,317,1174,70.70%,27.00%,GOP,97.70%
North Dakota,38097,Traill County,2522,1493,4136,60.98%,36.10%,GOP,97.07%
North Dakota,38099,Walsh County,3324,1333,4783,69.50%,27.87%,GOP,97.37%
North Dakota,38101,Ward County,19974,7293,28246,70.71%,25.82%,GOP,96.53%
North Dakota,38103,Wells County,1893,442,2374,79.74%,18.62%,GOP,98.36%
North Dakota,38105,Williams County,11739,2169,14334,81.90%,15.13%,GOP,97.03%
Ohio,39001,Adams County,9870,2156,12145,81.27%,17.75%,GOP,99.02%
Ohio,39003,Allen County,33116,14149,48099,68.85%,29.42%,GOP,98.27%
Ohio,39005,Ashland County,19407,6541,26405,73.50%,24.77%,GOP,98.27%
Ohio,39007,Ashtabula County,26890,16497,44237,60.79%,37.29%,GOP,98.08%
Ohio,39009,Athens County,10862,14772,26120,41.58%,56.55%,DEM,98.14%
Ohio,39011,Auglaize County,20798,4651,25822,80.54%,18.01%,GOP,98.56%
Ohio,39013,Belmont County,23560,9138,33141,71.09%,27.57%,GOP,98.66%
Ohio,39015,Brown County,16480,4380,21139,77.96%,20.72%,GOP,98.68%
Ohio,39017,Butler County,114392,69613,186675,61.28%,37.29%,GOP,98.57%
Ohio,39019,Carroll County,10745,3251,14233,75.49%,22.84%,GOP,98.33%
Ohio,39021,Champaign County,14589,5062,20003,72.93%,25.31%,GOP,98.24%
Ohio,39023,Clark County,39032,24076,64351,60.65%,37.41%,GOP,98.07%
Ohio,39025,Clermont County,74570,34092,110710,67.36%,30.79%,GOP,98.15%
Ohio,39027,Clinton County,15488,4697,20563,75.32%,22.84%,GOP,98.16%
Ohio,39029,Columbiana County,35726,13359,49960,71.51%,26.74%,GOP,98.25%
Ohio,39031,Coshocton County,12325,4125,16768,73.50%,24.60%,GOP,98.10%
Ohio,39033,Crawford County,15436,4916,20713,74.52%,23.73%,GOP,98.26%
Ohio,39035,Cuyahoga County,202699,416176,627160,32.32%,66.36%,DEM,98.68%
Ohio,39037,Darke County,22003,4731,27160,81.01%,17.42%,GOP,98.43%
Ohio,39039,Defiance County,13038,5981,19381,67.27%,30.86%,GOP,98.13%
Ohio,39041,Delaware County,66356,57735,126318,52.53%,45.71%,GOP,98.24%
Ohio,39043,Erie County,22160,17493,40416,54.83%,43.28%,GOP,98.11%
Ohio,39045,Fairfield County,49714,30634,81564,60.95%,37.56%,GOP,98.51%
Ohio,39047,Fayette County,9473,2975,12626,75.03%,23.56%,GOP,98.59%
Ohio,39049,Franklin County,211237,409144,632532,33.40%,64.68%,DEM,98.08%
Ohio,39051,Fulton County,15731,6664,22801,68.99%,29.23%,GOP,98.22%
Ohio,39053,Gallia County,10645,2990,13799,77.14%,21.67%,GOP,98.81%
Ohio,39055,Geauga County,34143,21201,56021,60.95%,37.84%,GOP,98.79%
Ohio,39057,Greene County,52072,34798,88643,58.74%,39.26%,GOP,98.00%
Ohio,39059,Guernsey County,13407,4577,18264,73.41%,25.06%,GOP,98.47%
Ohio,39061,Hamilton County,177886,246266,430929,41.28%,57.15%,DEM,98.43%
Ohio,39063,Hancock County,26310,11757,38771,67.86%,30.32%,GOP,98.18%
Ohio,39065,Hardin County,9949,3062,13247,75.10%,23.11%,GOP,98.22%
Ohio,39067,Harrison County,5792,1768,7663,75.58%,23.07%,GOP,98.66%
Ohio,39069,Henry County,10479,4062,14788,70.86%,27.47%,GOP,98.33%
Ohio,39071,Highland County,15678,3799,19676,79.68%,19.31%,GOP,98.99%
Ohio,39073,Hocking County,9737,3880,13855,70.28%,28.00%,GOP,98.28%
Ohio,39075,Holmes County,10796,1994,12978,83.19%,15.36%,GOP,98.55%
Ohio,39077,Huron County,18956,7759,27190,69.72%,28.54%,GOP,98.25%
Ohio,39079,Jackson County,11309,3311,14810,76.36%,22.36%,GOP,98.72%
Ohio,39081,Jefferson County,22828,10018,33370,68.41%,30.02%,GOP,98.43%
Ohio,39083,Knox County,22340,8589,31459,71.01%,27.30%,GOP,98.32%
Ohio,39085,Lake County,73278,55514,130782,56.03%,42.45%,GOP,98.48%
Ohio,39087,Lawrence County,20306,7489,28123,72.20%,26.63%,GOP,98.83%
Ohio,39089,Licking County,59514,33055,94396,63.05%,35.02%,GOP,98.06%
Ohio,39091,Logan County,17964,5055,23409,76.74%,21.59%,GOP,98.33%
Ohio,39093,Lorain County,79520,75667,157768,50.40%,47.96%,GOP,98.36%
Ohio,39095,Lucas County,81763,115411,200559,40.77%,57.54%,DEM,98.31%
Ohio,39097,Madison County,13835,5698,19887,69.57%,28.65%,GOP,98.22%
Ohio,39099,Mahoning County,59903,57641,119190,50.26%,48.36%,GOP,98.62%
Ohio,39101,Marion County,19023,8269,27871,68.25%,29.67%,GOP,97.92%
Ohio,39103,Medina County,64598,39800,106041,60.92%,37.53%,GOP,98.45%
Ohio,39105,Meigs County,8316,2492,10967,75.83%,22.72%,GOP,98.55%
Ohio,39107,Mercer County,19145,3981,23426,81.73%,16.99%,GOP,98.72%
Ohio,39109,Miami County,41371,15663,58077,71.23%,26.97%,GOP,98.20%
Ohio,39111,Monroe County,5463,1605,7159,76.31%,22.42%,GOP,98.73%
Ohio,39113,Montgomery County,129034,135064,269164,47.94%,50.18%,DEM,98.12%
Ohio,39115,Morgan County,5041,1725,6856,73.53%,25.16%,GOP,98.69%
Ohio,39117,Morrow County,14077,4048,18457,76.27%,21.93%,GOP,98.20%
Ohio,39119,Muskingum County,27867,11971,40467,68.86%,29.58%,GOP,98.45%
Ohio,39121,Noble County,5135,1170,6348,80.89%,18.43%,GOP,99.32%
Ohio,39123,Ottawa County,14628,9008,24046,60.83%,37.46%,GOP,98.29%
Ohio,39125,Paulding County,7086,2213,9484,74.72%,23.33%,GOP,98.05%
Ohio,39127,Perry County,12357,4098,16676,74.10%,24.57%,GOP,98.67%
Ohio,39129,Pickaway County,20593,7304,28314,72.73%,25.80%,GOP,98.53%
Ohio,39131,Pike County,9157,3110,12424,73.70%,25.03%,GOP,98.74%
Ohio,39133,Portage County,45990,35661,83022,55.39%,42.95%,GOP,98.35%
Ohio,39135,Preble County,17022,4493,21840,77.94%,20.57%,GOP,98.51%
Ohio,39137,Putnam County,16412,3195,19947,82.28%,16.02%,GOP,98.30%
Ohio,39139,Richland County,41472,17640,59975,69.15%,29.41%,GOP,98.56%
Ohio,39141,Ross County,22278,10557,33365,66.77%,31.64%,GOP,98.41%
Ohio,39143,Sandusky County,18896,10596,30126,62.72%,35.17%,GOP,97.90%
Ohio,39145,Scioto County,22609,9080,32051,70.54%,28.33%,GOP,98.87%
Ohio,39147,Seneca County,17086,8266,25848,66.10%,31.98%,GOP,98.08%
Ohio,39149,Shelby County,20422,4465,25293,80.74%,17.65%,GOP,98.39%
Ohio,39151,Stark County,111097,75904,190093,58.44%,39.93%,GOP,98.37%
Ohio,39153,Summit County,124833,151668,281280,44.38%,53.92%,DEM,98.30%
Ohio,39155,Trumbull County,55194,44519,101152,54.57%,44.01%,GOP,98.58%
Ohio,39157,Tuscarawas County,30458,12889,44087,69.09%,29.24%,GOP,98.32%
Ohio,39159,Union County,21669,11141,33535,64.62%,33.22%,GOP,97.84%
Ohio,39161,Van Wert County,11650,3067,14994,77.70%,20.45%,GOP,98.15%
Ohio,39163,Vinton County,4525,1306,5902,76.67%,22.13%,GOP,98.80%
Ohio,39165,Warren County,87988,46069,136441,64.49%,33.76%,GOP,98.25%
Ohio,39167,Washington County,22307,9243,32031,69.64%,28.86%,GOP,98.50%
